Catchment,90th_Percentile_Threshold,Normal_Days_Count,Extreme_Days_Count,RMSE_Normal_Flows,RMSE_Extreme_Flows,Error_Multiplier
Snow,9.610000000000001,657,73,0.6704256862921077,2.870343592076164,4.28137473065962
