Catchment,90th_Percentile_Threshold,Normal_Days_Count,Extreme_Days_Count,RMSE_Normal_Flows,RMSE_Extreme_Flows,Error_Multiplier
Rain,78.10000000000002,657,73,34.25495654492453,217.55574410336467,6.3510734225584455
